id,article,lo,brand,kirana_group,brand1,variant,product,item,size,size1,volume,uom_type,uom,description,price,long_description,qa_data_uploaded,qa_uploaded_error
5223,490767621,,,,Tabasco,Combo,Pack 60  ml + ,Tabasco Combo Pack 60  ml + ,60  ml + 500 gm,pack,60   + 500 ,packs,Pack,Tabasco Combo Pack 60  ml + 500 gm,265,"Add a thrilling, spicy flavor to your dull meals with this red Tabasco pepper sauce.",0,image not found
5243,491053359,,,,Origami,So,Soft Toilet Roll 1,Origami So Soft Toilet Roll 1,10 In 1,pack,10 * 1,packs,Pack,Origami So Soft Toilet Roll 10 In 1,320,"Origami brings to you soft, absorbent and economic tissue rolls. This multipurpose product can be used for your home, office, party and travel needs. Our products are designed keeping your use and convenience in mind. It has been ensured that they don't cause clogging and they are dispenser friendly as well. These tissues are made using virgin fiber to deliver superior quality and hygiene.",0,"Error occurred during ""weight"" processing. Invalid type for value: ""10 * 1"". Expected Type: ""float""."
5246,491055485,,,,Fiama,Di,Wills Pure Rio Splash 3x,Fiama Di Wills Pure Rio Splash 3x,3x125 gm,Pack,3x125 gm,packs,Pack,Fiama Di Wills Pure Rio Splash 3x125 gm,180,"Dive into a luxurious bathing experience with Fiama Di Wills Pure Rio Splash Gel Bathing Bar - handcrafted using ITC's revolutionary Liquid Freezing Technology which freezes gel into a bar. Pure Rio Splash combines exotic natural extracts of Brazilian Orange and Ginseng with the goodness of skin conditioners, giving you soft, moisturized and youthful skin round the clock with a fragrance that lasts all day long",0,"Error occurred during ""weight"" processing. Invalid type for value: ""3x125 gm"". Expected Type: ""float""."
5247,491055845,,,,Ess,Dee,Aluminium Foil 9 ,Ess Dee Aluminium Foil 9 , 9 Meters,mtr,9,mtr,Pack,Ess Dee Aluminium Foil 9 Meters,180,,0,image not found
5252,490809740,,,,Joyo,Bubbly?W,Bottle,Joyo Bubbly?W Bottle,1 nos ,pcs,1,packs,Pack,Joyo Bubbly?W Bottle Small,48,,0,image not found
5253,490907962,,,,Sh,Neo,Keeper Containe,Sh Neo Keeper Containe,1 nos ,pcs,1,packs,Pack,Sh Neo Keeper Container No 2,132,,0,image not found
5257,491135483,,,,Chandu,Sohan,Halwa ,Chandu Sohan Halwa ,500 gm,gm,500,gm,Pack,Chandu Sohan Halwa 500 gm,280,"Packed in a beautifully shaped box, this traditional sohan halwa is an ideal gift for your friends and family this festive season and Children's favorite fruity flavor.",0,image not found
5259,490080643,,,,Chandu,Premium,Halwa ,Chandu Premium Halwa ,200 gm,gm,200,gm,Pack,Chandu Premium Halwa 200 gm,110,"Packed in a beautifully shaped box, this traditional premium halwa is an ideal gift for your friends and family this festive season.",0,image not found
5263,490922076,,,,24,Letter,Mantra (Organic) Wheat Dhaliya ,24 Letter Mantra (Organic) Wheat Dhaliya ,500 gm,gm,500,gm,Pack,24 Letter Mantra (Organic) Wheat Dhaliya 500 gm,40,Start Your Day With A Healthy Bowl Of Wheat Dhaliya. This Packet Of 24 Letter Mantra Organic Is Made From Broken Wheat Grains And Is Low In Cholesterol And Fat. Prepare It With Milk Or With Vegetables. This Wholesome Food Will Keep You Full For A Long Time And Will Also Help In Weight Loss,0,image not found
5264,490922077,Flour Atta,,,24,Letter,Mantra (Organic) Wheat Atta Premiu,24 Letter Mantra (Organic) Wheat Atta Premiu,1 kg,kg,1,kg,Pouch,24 Letter Mantra (Organic) Wheat Atta Premium 1 Kg,52,"Pick Up A Packet Of 24 Mantra Premium Wheat Atta That Is Traditionally Made Using Stone Chakkis And Is Rich In Vitamins, Carbohydrates And Fibre. The Tasty, Wholesome Atta Ensures Superior Quality, Freshness And High Nutrition.",0,image not found
5265,490922078,Flour Atta,,,24,Letter,Mantra (Organic) Wheat Atta Premiu,24 Letter Mantra (Organic) Wheat Atta Premiu,5 kg,kg,5,kg,Pouch,24 Letter Mantra (Organic) Wheat Atta Premium 5 Kg,250,"Grab The Packet Of 24 Letter Mantra Organic Whole Wheat Atta, Made In The Old Chakki Style, Ensuring Freshness And Nutrition. It Is Indeed A Tasty, Wholesome, Pesticide Free Packets Of Wheat Atta. 24 Letter Mantra Integrates The Ancient Wisdom "" Tvam Bhumir Apo Analo Anilo Nabha"" ( You Are Earth, Water, Fire, Air & Ether) And Natural Farming Practices Bring To You Wholesome Food Consisting Of These Basic Elements. All Their Products Are Cultivated Without The Use Of Pesticides, Artificial Fertilizers Or Chemicals, And Come With The Assurance Of No Artificial Colors, Flavours Or Preservatives. Their Commitment To Create Healthy Society Brings Smiles To Their Network Of Over 10000 Farmers, Cultivating 30000 Acres Across 11 States In India.",0,image not found
5266,490922082,,,,24,Letter,Mantra (Organic) Sulphurless Sugar ,24 Letter Mantra (Organic) Sulphurless Sugar ,5 kg,gm,500,gm,Pouch,24 Letter Mantra (Organic) Sulphurless Sugar 500 gm,60,"Sulphurless Sugar, As The Name Suggests, Is The Purer Form Of Sugar That Is Manufactured Without Using Any Toxic Chemicals. This Contains No Impurities. Keeping Your Health In Mind, 24 Letter Mantra Brings To You This Sulphurless Sugar That Definitely Looks Into The Health Of Your Family. Now Pamper Your Sweet Tooth With The Sweetness Of These Organic Sugar Crystals, Without Worrying About Your Health.",0,image not found
5277,490607145,,,,Mackay's,Grapefruit ,Pink Grapefruit Marmalade ,Mackay's N Pink Grapefruit Marmalade ,340 gm,gm,340,gm,Pack,Mackay's N Pink Grapefruit Marmalade 340 gm,190,Add more texture to the taste of your desserts with the Mackays Pink Grapefruit  Marmalade. This traditional marmalade with fine cut peel is cooked in the traditional open copper pans. ,0,image not found
5278,490607147,,,,Mackay's,Scottish,Three Berry Preserve ,Mackay's Scottish Three Berry Preserve ,340 gm,gm,340,gm,Pack,Mackay's Scottish Three Berry Preserve 340 gm,220,Add more texture to the taste of your desserts with the Mackays Scottish Three Berry Marmalade. This traditional marmalade with fine cut peel is cooked in the traditional open copper pans. ,0,image not found
5279,490607148,,,,Mackay's,Raspberry,Preserve ,Mackay's Raspberry Preserve ,340 gm,gm,340,gm,Pack,Mackay's Raspberry Preserve 340 gm,220,Add more texture to the taste of your desserts with the Mackays Raspberry Marmalade. This traditional marmalade with fine cut peel is cooked in the traditional open copper pans. ,0,image not found
5280,490607150,,,,Mackay's,Blueberry,& Black Currant Preserve ,Mackay's Blueberry & Black Currant Preserve ,340 gm,gm,340,gm,Pack,Mackay's Blueberry & Black Currant Preserve 340 gm,240,Add more texture to the taste of your desserts with the Mackays Blueberry & Black  Marmalade. This traditional marmalade with fine cut peel is cooked in the traditional open copper pans. ,0,image not found
5290,490611733,,,,Lizol,Lavender,Floor Cleaner ,Lizol Lavender Floor Cleaner ,975 ml,ml,975,ml,Pack,Lizol Lavender Floor Cleaner 975 ml,123,Lizol is India’s No.1 floor cleaning brand and recommended by the Indian Medical Association. Keep your home fresh and germ-free with Lizol’s comprehensive 3 in 1 home-care solution.,0,image not found
5291,490611734,,,,Lizol,Lavender,Floor Cleane,Lizol Lavender Floor Cleane,2 Lt,Ltr,2,ltr,Pack,Lizol Lavender Floor Cleaner 2 Lt,246,Lizol is India’s No.1 floor cleaning brand and recommended by the Indian Medical Association. Keep your home fresh and germ-free with Lizol’s comprehensive 3 in 1 home-care solution.,0,image not found
5344,490009166,,,,Jack N Jill,Roller Coaster Barbeque Rings ,Chips,Jack N Jill Roller Coaster Barbeque Rings ,100 gm,gm,100,gm,Pack,Jack N Jill Roller Coaster Barbeque Rings 100 gm,150,"Take your taste buds on a flavour filled ride with Jack 'n Jill Roller Coaster BBQ Flavour Potato Rings, Made from quality potatoes that are uniquely shaped into fun rings.
",0,image not found
5384,491052527,Soap,,,Cinthol,Strong Cool ,Deo Soap ,Cinthol Strong Cool Deo Soap ,3 x 100 gm,Pack,3 x 100 gm,packs,Pack,Cinthol Strong Cool Deo Soap 3 x 100 gm,85,The Cinthol Strong Cool Deo Soap is enriched with the coolness of deodorant that gives you an enhanced bathing and grooming experience. Refreshing deo-soap .,0,"Error occurred during ""weight"" processing. Invalid type for value: ""3 x 100 gm"". Expected Type: ""float""."
5404,490004730,,,,,,,,,gm,100,gm,,Garnier Skin Naturals Gentle Face Wash 100 gm,85,,0,"The value of attribute ""Product Name"" must be set"
5405,490004774,,,,,,,,,ml,300,ml,,Dabur Amla Hair Oil 300 ml Bottle,125,,0,"The value of attribute ""Product Name"" must be set"
5406,490004974,,,,,,,,,gm,300,gm,,Sunfeast Glucose Biscuits 300 gm,20,,0,"The value of attribute ""Product Name"" must be set"
5407,490004985,,,,,,,,,gm,285,gm,,Aashirvaad Dal Makhani 285 gm Box,80,,0,"The value of attribute ""Product Name"" must be set"
5408,490005012,,,,,,,,,ml,700,ml,,Kissan Lemon Squash 700 ml Jar,125,,0,"The value of attribute ""Product Name"" must be set"
5451,490100449,,,,Madam,Kesari,Rawa ,Madam Kesari Rawa ,500 gm,gm,500,gm,pouch,Madam Kesari Rawa 500 gm Pouch,33,"Semolina or Rawa serves as an ideal breakfast, since it is really fast to cook and healthy to eat. Madam adds more to these qualities by preparing it from the best quality wheat and packing them with high-end technology, to ensure the nutritional value of every coarse grain remains intact. This enables us to extend a blend of good taste and better health.",0,image not found
5514,491107270,,,,Yippee ,Pasta Masala,Pasta Masala,Yippee Pasta Masala,70 gm,gm,70,gm,Pack,Yippee Pasta Masala 70 gm,20,"YiPPee pasta masala Noodles has no artificial colours added in the masala and has the goodness of wheat protein, Its Classic Masala is the Classical Indian Masala flavour with a perfect blend of spices. ",0,image not found
5525,491202370,,,,Soulfull , Rava Dosa,Dosa Mix,Soulfull Rava Dosa Mix ,200 gm,gm,200,gm,Pack,Soulfull Rava Dosa Mix 200 gm,35,"Soulfull Rava Dosa Mix , make Dosas in an easy way. Adai Dosa is a flavour-packed, multi-dal Dosa. A healthy and protein-rich breakfast option for you .",0,image not found
5527,491202372,,,,Soulfull ,Rava, Idli Mix ,Soulfull Rava Idli Mix ,200 gm,gm,200,gm,Pack,Soulfull Rava Idli Mix 200 gm,35,"Soulfull Rava Idli Mix , make  Idlis in an easy way. Rava Idli is a flavour-packed, multi-dal  Idli. A healthy and protein-rich breakfast option for you .",0,image not found
5556,490018377,,,,,,,Milkmaid Rich Khari ,200 gm,gm,200,gm,Box,Milkmaid Rich Khari 200 gm Box,38,"Khari s an instant anytime Healthy meal idea. A great tea time appetizer, the rich khari recipe calls for simple ingredients like onion, tomatoes and rava and the most important Milkmaid.",0,image not found
5561,490249972,Juice,,,B Natural , Apple ,Fruit Juice,B Natural Apple Fruit Juice,1 Ltr,Ltr,1,ltr,Bottle,B Natural Apple Fruit Juice 1 Lt,100,"Packed with the same love and the goodness of fruit, we bring to you B-Natural Apple Awe , Toss it to a loved one or simply, savour the delicious golden treat.",0,image not found
5585,490010813,,,,,,,,,gm,100,gm,,Satyam Rai 100 Gm Pp,16,"Satyam Rai Pouch contains mustard seeds obtained from brown Indian mustard plant. They are important spice in many regional foods. The mustard seed is widely used for tempering rasam, sambhar, curry, gravies in South Indian cuisine. ",0,image not found
5592,490750653,,,,Sofy ,Walls Regular Soft,Sanitary Napkins,Sofy Side Walls Regular Soft Sanitary Napkins,8 No s,pcs,8,packs,Pack,Sofy Side Walls Regular Soft Sanitary Napkins 8 Nos,49,"Sofy Side Walls Regular Soft Sanitary Napkins has a 3 way leakage control system with Double absorbent core, Multi leak control lines and Shape maintenance system.",0,image not found
5605,490907964,,,,,,,Sh Neo Atc Cont No 1  Rctnglr Pk,5 No s,pcs,5,packs,Pack,Sh Neo Atc Cont No 1  Rctnglr Pk Of 5,120,Ideal For Storing Food - Keeps Fresh Products - Proven Impermeability - Bright And Fresh Colours - Suitable For Use In The Microwave Freezer And Dishwasher. Fresh Colours Attractive Design And High Transparency.. In Addition To The Modern Outfit Combines Neo Lock And Lock Product Advantages Can Be Found In The Every Lock And Lock Box: Airtight And Watertight Fresh Aroma Robust And Bpa-Free. The Special Material Composition Ensures That These Doses Are Extremely Dense. Neo Lock And Lock Is The Ideal Complement To Your Existing Lock And Lock Range. ,0,image not found
5606,490907967,,,,,,,Sh Neo Cont No 1 Rnd Pk,5 No s,pcs,5,packs,Pack,Sh Neo Cont No 1 Rnd Pk Of 5,120,Ideal For Storing Food - Keeps Fresh Products - Proven Impermeability - Bright And Fresh Colours - Suitable For Use In The Microwave Freezer And Dishwasher. Fresh Colours Attractive Design And High Transparency.. In Addition To The Modern Outfit Combines Neo Lock And Lock Product Advantages Can Be Found In The Every Lock And Lock Box: Airtight And Watertight Fresh Aroma Robust And Bpa-Free. The Special Material Composition Ensures That These Doses Are Extremely Dense. Neo Lock And Lock Is The Ideal Complement To Your Existing Lock And Lock Range. ,0,image not found
5743,950000314,,,,,,,,,gm,350,gm,pack,Fig 350 gm,375,"The health benefits of Figs or Anjeer include its use as a treatment for sexual dysfunction, constipation, indigestion, piles, diabetes, cough, bronchitis, and asthma. It is Also used as a Quick and healthy way to gain weight back after suffering through an illness",0,image not found
5770,491202707,,,,,,,,,gm,150,gm,,Vlcc Multani And Rose Fairness Face wash 150 gm,150,This gentle effective cleanser is a powerful fairness & anti-pigmentation formula which combines the benefits of Multani and Rose. Rose's astringency content helps fade pigmentation marks while. Multan's arbutin inhibits melanin synthesis thus preventing pigmentation. The added antioxidant properties of Lemon and Orange gives you a radiant glowing & brighter complexion on successive face washes.,0,image not found
5792,491043809,,,,Weikfield ,Strawberry ,Custard Powder ,Weikfield Strawberry Custard Powder ,75 gm,gm,75,gm,Pack,Weikfield Strawberry Custard Powder 75 gm,35,"Weikfield Strawberry is a delicious, calcium-rich custards that can be served in simple creamy custard form or dressed up and set into puddings, trifles, toppings and much more. A great dessert for all age groups and a delicious milk source for children .",0,image not found
5795,491044524,,,,Pickwick,Wafobix Chocolate, Wafer Biscuits ,Pickwick Wafobix Strawberry Wafer Biscuits ,25 gm,gm,25,gm,Pack,Pickwick Wafobix Strawberry Wafer Biscuits 25 gm,10,Pickwick leading manufactures and suppliers of an elaborate range of delicious and hygienically packed Strawberry Cream Wafer Biscuits and Wafer Rolls that are sure to tantalize anyone’s taste buds.,0,image not found
5803,490877960,Conditioner,,,Comfort , Green , Fabric Conditioner ,Comfort Green Fabric Conditioner ,800 ml,ml,800,ml,Bottle,Comfort Green Fabric Conditioner 800 ml,178,Comfort After Wash Fabric Conditioner 99% Anti Bacterial Action (Green) gives your clothes unbeatable shine & fragrance that detergents alone can't deliver. Comfort is a liquid fabric conditioner which is easy to use with bucket wash as well as machine wash. ,0,image not found
5804,490877961,Conditioner,,,Comfort , Green , Fabric Conditioner ,Comfort Green Fabric Conditioner ,200 ml,ml,200,ml,Bottle,Comfort Green Fabric Conditioner 200 ml,48,Comfort After Wash Fabric Conditioner 99% Anti Bacterial Action (Green) gives your clothes unbeatable shine & fragrance that detergents alone can't deliver. Comfort is a liquid fabric conditioner which is easy to use with bucket wash as well as machine wash. ,0,image not found
5811,490515382,,,,Tosita, Wheat , Toast,Tosita Wheat Toast,200 gm,gm,200,gm,Pack,Tosita Wheat Toast 200 gm,58,Toista Wheat Toast is a premium combination of finely baked rusk and wheat  that add to its richness and crunchiness.,0,image not found
5817,490958423,,,,Tide ,Detergent, Bar,Tide Detergent Bar,4*250 gm,gm,4*250 ,gm,Pack,Tide Detergent Bar 4 x 250 gm,75,"Tide makes specially formulated detergents with stain fighters, bleach alternative, fabric softeners and fresheners. Tide's most recent detergent not only cleans but also preserves clothes' colour and shape over 30 washes.",0,"Error occurred during ""weight"" processing. Invalid type for value: ""4*250 "". Expected Type: ""float""."
5877,490010818,,,,Satyam ,,,Satyam Taj,50 gm,gm,50,gm,pack,Satyam Taj 50 gm,24,"Satyam Taj leaves are  often used to impart flavour to a variety of dishes, both vegetarian and non-vegetarian. Bay leaf is extensively used in Indian, Nepalese and Bhutanese cuisines. It is an important spice in Mughlai dishes, particularly biryani and korma.",0,image not found
5904,490258830,Soap,,,Cinthol Deo,Cinthol Deo,Cinthol Deo soap,Cinthol Deo Soap Soap ,3 x 115 gm,Pack,3 x 115 gm,packs,pack,Cinthol Deo Soap Soap 3 x 115 gm,117,Cinthol Deo Soap is Premium cologne soap that Protects from body odour and offers Full day body protection.,0,"Error occurred during ""weight"" processing. Invalid type for value: ""3 x 115 gm"". Expected Type: ""float""."
5914,490997953,Soap,,,Godrej No1,Sandal & Turmeric ,Soap ,Godrej No1 Sandal & Turmeric Soap ,5*125gm,gm,5*125,gm,Pack,Godrej No1 Sandal & Turmeric Soap 5x125 gm,96,"Godrej No1 Sandal & Turmeric soap with natural ingredients are traditionally trusted for skin care. Sandal & Turmeric soap has the goodness of natural oils that gives your skin glow with nourishment, Enriched with do good properties of aloe vera that moisturizes the skin .",0,"Error occurred during ""weight"" processing. Invalid type for value: ""5*125"". Expected Type: ""float""."
5957,490915852,Soap,,,Vivel , Young Glow ,Soap ,Vivel Young Glow Soap ,4*110 gm,gm,4*110 ,gm,Pack,Vivel Young Glow Soap 4 x 110 gm,85,Get the beautiful-looking skin that gives you confidence to reach the stars with Vivel Young Glow soap. Enriched with Vitamin E and Fruit Infusions.,0,"Error occurred during ""weight"" processing. Invalid type for value: ""4*110 "". Expected Type: ""float""."
5980,490001550,,,,Steata ,Soya ,Milk Natural,Steata Soya Milk Natural,200 ml,ml,200,ml,Pack,Steata Soya Milk Natural 200 ml Tetrapack,25,"Steata  Soya milk (also spelled soymilk) is a plant based drink produced by soaking dried soybeans and grinding them in water. A traditional staple of East Asian cuisine, ",0,image not found
5981,490001551,,,,Steata ,Soya, Milk Chocolate,Steata Soya Milk Chocolate,200 ml,ml,200,ml,Pack,Steata Soya Milk Chocolate 200 ml Tetrapack,25,"Steata Soya milk (also spelled soymilk) is a plant based drink produced by soaking dried soybeans and grinding them in water. A traditional staple of East Asian cuisine, ",0,image not found
5993,490566177,,,,Prakash,Ujjaini,Sev ,Prakash Ujjaini Sev ,150 gm,gm,150,gm,Pack,Prakash Ujjaini Sev 150 gm,30,"The Prakash Ujjaini sev is the most popular of all varieties of sev. The classic Ujjaini sev  is a thin and light sev with a melange of delicate spices. It is popularly had as an accompaniment to poha, sandwiches and rolls. ",0,image not found
6001,590007561,,,,Fruit Diet,Fruit Diet,Fruit Diet,Fruit Diet,400 gm,gm,400,gm,pack,Fruit Diet 400 gm,65,"By eating fruit, salad, and protein, you'll cleanse your system, kick fatty food addictions, and lose up to 9 pounds.",0,image not found
6002,590007562,,,,Fruit Fiesta,Fruit Fiesta,Fruit Fiesta,Fruit Fiesta,500 gm,gm,500,gm,pack,Fruit Fiesta 500 gm,75,"Seasonal fruit such as cantaloupe, mango and grapes tastes even more refreshing splashed with a flavourful honey-lime-mint dressing for a sweet fruit salad. A simply elegant fruit salad paired with sweet yoghurt and tangy honey- lemon-mint dressing makes it a refreshing treat",0,image not found
6003,590007563,,,,Pomegranate ,Shelled,Pomegranate ,Pomegranate Shelled ,200  gm,gm,200,gm,pack,Pomegranate Shelled 200 gm,90,Pomegranate Shelled is Effective combat tool against heart disease and multiple benefits for coughs and sore throats.,0,image not found
6004,590007565,,,,Beans,French Cut,Beans,Beans French Cut,350 gm,gm,350,gm,pack,Beans French Cut 350 gm,80,Beans French Cut have few calories and Rich in fibre. Controls cardiovascular diseases and blood pressure.,0,image not found
6005,490672522,,,,Park Avenue,Park Avenue,Body Deo Storm ,Park Avenue Body Deo Storm ,100 gm,gm,100,gm,pack,Park Avenue Body Deo Storm 100 gm,195,Park Avenue Body Deo Storm gives you the fragrance that lasts long with fresh feeling skin.,0,image not found
6006,491061427,,,,Parle Hide & Seek ,Black Bourbon Choco,Biscuits,Parle Hide & Seek Black Bourbon Choco Biscuit,100 gm,gm,100,gm,pack,Parle Hide & Seek Black Bourbon Choco Biscuit 100 gm,25,Parle Hide & Seek Black Bourbon Choco Biscuit Creme Sandwich is a Chocolate flavoured sandwich biscuits with vanilla crème inside.,0,image not found
6007,491107999,Snacks,,,Parle ,Rusk Elachi ,Rusk Elachi ,Parle Rusk Elachi ,200  gm,gm,200,gm,pack,Parle Rusk Elachi 200 gm,27,"Parle Rusk is a crunchy, crispy toast which is every family's teatime essential.",0,image not found
6008,490067125,,,,Reliance Select ,Fig Anjeer ,Fig Anjeer ,Reliance Select Fig Anjeer ,250 gm,gm,250,gm,pack,Reliance Select Fig Anjeer 250 gm,195,"Reliance Select Fig Anjeer, The fibre in figs helps to reduce weight and is recommended for the diet-conscious.",0,image not found
6009,491107269,,,,Reliance Select ,Instant Masala,Noodles,Reliance Select Instant Masala Noodles ,300 gm,gm,300,gm,pack,Reliance Select Instant Masala Noodles 300 gm,60,"Reliance Select Instant Masala Noodles is made in rice barn oil as against the palm oil which other companies use. The Masala mix has all the healthy spices in it including Turmeric, cumin seed, onion, garlic and ginger.",0,image not found
6010,491107080,,,,Reliance Select ,Leaf Popular,Tea,Reliance Select Leaf Popular Tea,1 kg,kg,1,kg,pack,Reliance Select Leaf Popular Tea 1 Kg,345,Reliance Select Leaf Popular Tea contains antioxidants. Tea has less caffeine than coffee. Tea reduce your risk of heart attack and stroke.,0,image not found
6011,491107794,,,,Reliance Select ,Leaf Popular,Tea,Reliance Select Leaf Popular Tea,250 gm,gm,250,gm,pack,Reliance Select Leaf Popular Tea 250 gm,97,Reliance Select Leaf Popular Tea contains antioxidants. Tea has less caffeine than coffee. Tea reduce your risk of heart attack and stroke.,0,image not found
6012,491107795,,,,Reliance Select ,Leaf Popular,Tea,Reliance Select Leaf Popular Tea,500 gm,gm,500,gm,pack,Reliance Select Leaf Popular Tea 500 gm,190,Reliance Select Leaf Popular Tea contains antioxidants. Tea has less caffeine than coffee. Tea reduce your risk of heart attack and stroke.,0,image not found
6013,490767632,,,,Reliance Select ,Pure Honey ,Pure Honey ,Reliance Select Pure Honey ,400 gm,gm,400,gm,pack,Reliance Select Pure Honey 400 gm Sq Bogo,219,"Reliance Select Pure Honey it preserves all the natural vitamins, enzymes, phytonutrients and other nutritional elements.",0,image not found
6014,490934949,,,,Reliance Select ,Unroasted Vermicelli ,Unroasted Vermicelli ,Reliance Select Unroasted Vermicelli ,1 kg,kg,1,kg,pack,Reliance Select Unroasted Vermicelli 1 Kg,55,Loved by all Reliance Select Unroasted Vermicelli   is a traditional delicacy .It can be boiled with milk and sugar or cream to make desserts of different traditional taste.,0,image not found
6015,490067127,,,,Reliance Select,Walnut Broken,Walnut Broken,Reliance Select Walnut Broken,250 gm,gm,250,gm,pack,Reliance Select Walnut Broken 250 gm,374,"Reliance Select Walnuts are rich in heart-healthy fats and high in antioxidants. Additionally, regular consumption of walnuts improve brain health and help prevent heart disease and cancer. ",0,image not found
6016,491040276,,,,Saaz,Super Sambhar,Sambhar Masala,Saaz Super Sambhar Masala,50 gm,gm,50,gm,pack,Saaz Super Sambhar Masala 50 gm,35,Saaz Super Sambhar masala is a unique concoction filled with the wholesome goodness of vegetables and spices.,0,image not found
6017,491093880,,,,Shree,Chana Kabuli,Chana Kabuli,Shree Chana Kabuli,500 gm,gm,500,gm,pack,Shree Chana Kabuli 500 gm,61,"The high fibre, potassium, vitamin C and vitamin B-6 content, coupled with the lack of cholesterol found in Shree chickpeas, all promote heart health. ",0,image not found
6018,491093894,,,,Shree,Toor Dal ,Toor Dal ,Shree Toor Dal ,1 kg,kg,1,kg,pack,Shree Toor Dal 1 Kg,170,"Shree Toor dal is a member of the legume family, and this meal is not only delicious, it also has a number of health benefits. ",0,image not found
6019,491093907,Soft Drink,,,Sprite,Sprite,Sprite,Sprite,2 lt,Ltr,2,ltr,Bottle,Sprite 2 Lt,75,"Sprite is a colourless, caffeine-free, lemon and lime-flavoured soft drink .",0,image not found
6020,491053556,,,,Sunfeast ,Dark Fantasy,Choco Meltz,Sunfeast Dark Fantasy Choco Meltz,120 gm,gm,120,gm,pack,Sunfeast Dark Fantasy Choco Meltz 120 gm,60,"Sunfeast connotes happiness, contentment, satisfaction and pleasure. Rich chocolate coating on the outside. Crisp chocolate cookie in the centre. And complete seduction of your senses with a heart of molten choco creme in the middle",0,image not found
6021,491107091,,,,Sunfeast Delishus,Nuts & Raisins,Gourmet Cookies,Sunfeast Delishus Nuts & Raisins Gourmet Cookies ,75 gm,gm,75,gm,pack,Sunfeast Delishus Nuts & Raisins Gourmet Cookies 75 gm,30,Delishus Nuts & Raisins cookies by Sunfeast. Enjoy the rich taste of gourmet cookies loaded with rich nuts and juicy raisins.,0,image not found
6022,491107090,,,,Sunfeast Delishus,Nut Biscotti Gourmet,Gourmet Cookies,Sunfeast Delishus Nut Biscotti Gourmet Cookies,75 gm,gm,75,gm,pack,Sunfeast Delishus Nut Biscotti Gourmet Cookies 75 gm,30,Delishus Nut Biscotti cookies by Sunfeast. Enjoy the rich taste of gourmet cookies loaded with cashews and almonds.,0,image not found
6023,491093909,,,,Thums Up ,Thums Up ,Thums Up ,Thums Up ,2 lt,Ltr,2,ltr,Bottle,Thums Up 2 Lt,75,Thums Up is India's brand of cola in India. It was introduced in 1977 to offset the withdrawal of The Coca-Cola Company from India,0,image not found
6024,491043437,,,,Tide Naturals ,Detergent Powder,Detergent Powder,Tide Naturals Detergent Powder,1 kg,kg,1,kg,pack,Tide Naturals Detergent Powder 1 Kg,64,Tide Naturals Detergent Powder - Lemon and Chandan is a best laundry detergent Powder with an innovative benefit. It removes stain and dirt from your clothes and leaves the natural aroma. It kills germs that lies in your cloths but spreads the fresh aroma of Lemon and Chandan that makes you stay fresh.,0,image not found
6025,491043746,,,,VKC Nutraj Gold,Walnut Kernels ,Walnut Kernels ,VKC Nutraj Gold Walnut Kernels ,250 gm,gm,250,gm,pack,VKC Nutraj Gold Walnut Kernels 250 gm Mono,370,"VKC Nutraj Gold Walnut Kernels are a small, but nutritional food that provides essential vitamins and minerals. Walnuts are also an excellent source of protein ",0,image not found
6032,490729028,Shampoo,,,Dove,Ht Intense Repair,Shampoo,Dove Ht Intense Repair Shampoo,650 ml,ml,650,ml,pack,Dove Ht Intense Repair Shampoo 650 ml,420,Dove Ht Intense Repair Shampoo is Good Hair Therapy. It is formulated with Nutri-Keratin,0,image not found
6033,490908475,,,,Clinic Plus ,Strong And Long Shmpoo,Shampoo,Clinic Plus Strong And Long Shmpoo,650 ml,ml,650,ml,pack,Clinic Plus Strong And Long Shmpoo 650 ml,345,Clinic Plus strong and long shampoo builds hair strength and hair becomes visibly longer with continued use.,0,image not found
6035,490024070,,,,Pickwick Milk,Milk Malai Wafer,Biscuit,Pickwick Milk Malai Wafer Biscuit,120 gm,gm,120,gm,pack,Pickwick Milk Malai Wafer Biscuit 120 gm,64,Pick the Milk Malai Wafer to enjoy the delightful bites over the light and wafy Pickwick Wafer Milk Malai. Enjoy the delicious creamy wafers engrossed with the utmost flavour of Milk Malai. ,0,image not found
6036,490024071,,,,Pickwick Mix ,Mix Fruit Wafer ,Biscuit,Pickwick Mix Fruit Wafer Biscuits,135 gm,gm,135,gm,pack,Pickwick Mix Fruit Wafer Biscuits 135 gm,64,Pick the Mix Fruit  Wafer to enjoy the delightful bites over the light and wafy Pickwick Wafer Mix Fruit . Enjoy the delicious creamy wafers engrossed with the utmost flavour of Mix Fruit . ,0,image not found
6037,490024072,,,,Pickwick Vanilla ,Vanilla Wafer ,Biscuit,Pickwick Vanilla Wafer Biscuits ,135 gm,gm,135,gm,pack,Pickwick Vanilla Wafer Biscuits 135 gm,64,"Pickwick Vanilla Wafer Biscuits, Rich, light, crispy and creamy Vanilla wafer sticks. Enjoy the delicious creamy wafers engrossed with the utmost flavour of Vanilla. ",0,image not found
6038,490919325,,,,Utmt,Wild Forest Honey ,Wild Forest Honey ,Utmt Wild Forest Honey ,200 gm,gm,200,gm,pack,Utmt Wild Forest Honey 200 gm,64,"Utmt Wild Forest Honey is 100% certified pure, natural, organic, wild forest honey from the tropical rainforest floras of Narmada river valley.",0,image not found
