id,article,lo,brand,kirana_group,brand1,variant,product,item,size,size1,volume,uom_type,uom,description,price,long_description,qa_data_uploaded,qa_uploaded_error
1,article,lo,brand,kirana_group,brand1,variant,product,item,size,,,,uom,description,0,long_description,0,
17,490927213,Oral Hygine,All,SK,Colgate,360 Surround Soft,Toothbrush,Colgate 360 Surround Soft Toothbrush,2+1 Nos,Pack,2+1 ,packs,Pack,Colgate 360 Surround Soft Toothbrush 2+1 Nos,166,"Colgate 360 Surround Soft Toothbrush Surround Bristles simultaneously clean both sides of the teeth, and reach down to the gumline,specially made for all round clean.",0,"Error occurred during ""weight"" processing. Invalid type for value: ""2+1 "". Expected Type: ""float""."
38,491055295,Ready to Cook,High,LK,Cantina,exicana Flour,Tortillas,Cantina Mexicana Flour Tortillas,8Pk 340 gm,Pack,8 * 340 gm,packs,Pack,Cantina Mexicana Flour Tortillas8Pk 340 gm,295,"Cantina Mexicana Flour Tortillas are Heat wrap tortillas Ideal for Mexican dishes like enchiladas, fajita and burritas.",0,"Error occurred during ""weight"" processing. Invalid type for value: ""8 * 340 gm"". Expected Type: ""float""."
45,441000000000,NA,,,Practicekit, Hs Blue XXLarge,Shirt,Practicekit Shirt Hs Blue XXLarge,1 Nos,Pack,1,packs,Pack,Practicekit Shirt Hs Blue XXLarge 1 Nos,1999, Add interest to your casual wardrobe with this Practicekit Shirt Hs Blue T shirt . Made from a 100% Cotton Single Jersey knit fabric .,0,image not found
46,441000000000,NA,,,Travel,Gear Polo Blue XXLarge,Shirt,Travel Gear Polo Blue XXLarge,1 Nos,Pack,1,packs,Pack,Travel Gear Polo Blue XXLarge 1 Nos,1999,"Every adventure requires you to be prepared with the right gear t-shirts, Travel Gear Polo Blue T-shirts help you enjoy your expeditions while staying comfortable.",0,image not found
47,441000000000,NA,,,Match , Kit Kshirt Hs Blue 13-14 Year,Shirt,Match Kit Kshirt Hs Blue 13-14 Year,1 Nos,Pack,1,packs,Pack,Match Kit Kshirt Hs Blue 13-14 Year 1 Nos,2999, Add interest to your casual wardrobe with this Match Kit Kshirt Hs Blue . Made from a 100% Cotton Single Jersey knit fabric .,0,image not found
57,441000000000,NA,,,,,,Match Kit Kcap Blue Fs,1 Nos,Pack,1,packs,Pack,Match Kit Kcap Blue Fs 1 Nos,599,This item is not available in our catalogue at the moment.,0,image not found
72,491090589,NA,,,,,,KVG Diwali Lights Assorted,5 Meters,mtr,5,mtr,Pack,Festive Special-KVG Diwali Lights Assorted 5 Mts,25,Diwali is a popular and big festival in India and now have the best Diwali with KVG Diwali Lights  - 5 meters Assorted Set.,0,image not found
73,491090590,NA,,,,,,KVG Diwali Lights Assorted,10 Meters,mtr,10,mtr,Pack,Festive Special-KVG Diwali Lights Assorted 10 Mts,50,Diwali is a popular and big festival in India and now have the best Diwali with KVG Diwali Lights  - 10 meters Assorted Set.,0,image not found
86,441000000000,NA,,,Practice kit Kshirt ,Blue 9-10 Years,T-shirt,Prcticekit Kshirt Fs Blue 9-10 Years,1 Nos,Pack,1,packs,Pack,Prcticekit Kshirt Fs Blue 9-10 Years 1 Nos,1699," Add interest to your Kids casual wardrobe with this Practicekit Shirt Hs Blue T shirt , Made from a 100% Cotton Single Jersey knit fabric .",0,image not found
87,441000000000,NA,,,Travel Gear , Kpolo Blue 7-8 Years,T-shirt,Travel Gear Kpolo Blue 7-8 Years,1 Nos,Pack,1,packs,Pack,Travel Gear Kpolo Blue 7-8 Years 1 Nos,1699,"Every adventure requires you to be prepared with the right gear t-shirts, Travel Gear Polo Blue T-shirts for kids  help you enjoy your expeditions while staying comfortable.",0,image not found
88,441000000000,NA,,,Travel Gear , Kpolo Blue 9-10 Years,T-shirt,Travel Gear Kpolo Blue 9-10 Years,1 Nos,Pack,1,packs,Pack,Travel Gear Kpolo Blue 9-10 Years 1 Nos,1699,"Every adventure requires you to be prepared with the right gear t-shirts, Travel Gear Polo Blue T-shirts for kids  help you enjoy your expeditions while staying comfortable.",0,image not found
144,590001279,NA,,,Mixed Capsicum,Yellow & Red,Capsicum,Mixed Capsicum-Yellow & Red,2 Nos,pcs,2 * 400 gm,packs,Pack,Mixed Capsicum-Yellow & Red (Pack of 2) 400 gm,34,The mix of  red and yellow capsicum and comes with the combined  sweetness of both and contains more vitamin C than an orange,0,"Error occurred during ""weight"" processing. Invalid type for value: ""2 * 400 gm"". Expected Type: ""float""."
149,490011067,NA,,,,,,Shri Ram Taj,20 gram,gm,20,gm,Pack,Shri Ram Taj 20 gm,12,This item is not available in our catalogue at the moment.,0,image not found
151,490013064,Cleaning,All,RK,Green Planet ,Garbage Bags,Garbage Bags,Green Planet Garbage Bags,25 / 30,pack,25 / 30,packs,Pack,Green Planet Garbage Bags 25/30,60,Use Green Planet Garbage bags to keep surrounding clean,0,"Error occurred during ""weight"" processing. Invalid type for value: ""25 / 30"". Expected Type: ""float""."
233,490011355,Cleaning,All,SK,Domex,Thick ,Home Cleaner,Domex Thick Home Cleaner,500 ml,ml,500,ml,Bottle,Domex Thick Home Cleaner 500 ml,70,"Domex is fortified with thick bleach cleaning properties which not only kill the germs, but also keep the toilets sparkling clean. As the solution is thick, the protection lasts for a longer time.",0,image not found
305,490740532,Noodles,All,RK,Knorr Soupy,Mast Masala,Mast Masala,Knorr Soupy Mast Masala,4 Pack (240 Gram),Pack,4  (240 gm),packs,Pack,Knorr Soupy Mast Masala 4 Pack Noodles 240 gm,60,Knorr Soupy Noodles Mast Masala contains the all time favourite masala noodles with the goodness of vegetables in a hearty soup.,0,"Error occurred during ""weight"" processing. Invalid type for value: ""4  (240 gm)"". Expected Type: ""float""."
309,490740704,Health Drink,All,RK,Pediasure,Chocolate,Health Drink,Pediasure Chocolate Health Drink,900 gram,gm,900,gm,Jar,Pediasure Chocolate Health Drink 900 gm Jar,1180,"Provide your child complete and balanced nutrition with Pediasure Chocolate Health Drink that is perfect for his/her overall health requirements. Enriched with the goodness of 37 vital nutrients, probiotics, prebiotic Fos and a host of vitamins, minerals and other essential nutrients, this shall keep your child energetic and healthy.",0,image not found
326,581015375,NA,,,Fresh Bake,Mix Hydrabadi Plaits ,Mix Hydrabadi Plaits ,Fresh Bake Mix Hydrabadi Plaits ,80 gram,gm,80,gm,Pack,Fresh Bake Mix Hydrabadi Plaits 80 gm,30,Fresh Bake Mix Hydrabadi Plaits is best in taste. Freshly Prepared.,0,image not found
395,490957440,,,,Cantina Mexicana,Cantina Mexicana,Taco Shells,Cantina Mexicana Taco Shells,12 Nos (150 Gram),Pack,12  (150 gm),packs,Pack,Cantina Mexicana Taco Shells 12 150 gm,225,"Cantina Mexicana taco shells  are Heat wrap tacos Ideal for Mexican dishes like enchiladas, fajita and burritas.",0,"Error occurred during ""weight"" processing. Invalid type for value: ""12  (150 gm)"". Expected Type: ""float""."
425,441000000000,,,,Travel Gear Kpolo ,Blue 11-12 Years,Shirt,Travel Gear Kpolo Blue 11-12 Years,1 Nos,Pack,1,packs,Pack,Travel Gear Kpolo Blue 11-12 Years 1 Nos,1699,"Every adventure requires you to be prepared with the right gear t-shirts, Travel Gear Polo Blue T-shirts for kids  help you enjoy your expeditions while staying comfortable.",0,image not found
426,441000000000,,,,Travel Gear Kpolo ,Blue 13-14 Years,Shirt,Travel Gear Kpolo Blue 13-14 Years,1 Nos,Pack,1,packs,Pack,Travel Gear Kpolo Blue 13-14 Years 1 Nos,1699,"Every adventure requires you to be prepared with the right gear t-shirts, Travel Gear Polo Blue T-shirts for kids  help you enjoy your expeditions while staying comfortable.",0,image not found
450,490015539,,,,Active Wheel’s OK ,Detergent,Detergent Bar,Ok Detergent Bar,150 gm,gm,150,gm,Pack,Ok Detergent Bar 150 gm,10,Keep your clothes feeling fresh with Active Wheel’s OK Detergent bar. This detergent bar helps in getting rid of the toughest stains on your precious clothes while retaining their colour and quality. No more breaking your back to rub those pesky dirt stains off your clothes.,0,%fieldName is a required field.
486,490116891,,,,Camlin,Poster ,Colours,Camlin Poster Colours,12 Piece (10 Ml),pcs,12  (10 ),pcs,Pack,CAMLIN POSTER COLOURS 10 ML 12 PC BOX,150,"Camel Poster colours are bold, bright and opaque. They are easy to mix, flow easily and dry quickly, making painting a delightful experience.",0,"Error occurred during ""weight"" processing. Invalid type for value: ""12  (10 )"". Expected Type: ""float""."
494,490537394,,,,Frooti ,Mango,Drink,Frooti Mango Drink,600 ml,ml,600,ml,Bottle,Frooti Mango Drink 600 ml,34,"Make yourself a mite happier by sipping on Frooti delicious juice made of fresh mango pulp. With no added preservatives, this pious drink comes in different packages for you to choose from.",0,image not found
496,490537970,,,,Bavaria ,Malt Lemon , Energy Drink,Bavaria Malt Lemon Energy Drink,330 ml,ml,330,ml,Can,Bavaria Malt Lemon Energy Drink 330 ml,50,Bavaria Non Alcoholic Malt Lemon energy drink has a world wide reputation of uniqueness and a good taste. As a result of the unique patented technology used in the Bavaria .,0,image not found
501,490538008,,,,Krrish ,Diet Bhel,Diet Bhel,Krrish Diet Bhel,180 gram,gm,180,gm,Pack,Krrish Diet Bhel 180 gm,60,"Krrish Diet Bhel is the tasty Mumbai origin bhel, which is a good snacking option during tea time, snack time or during a tasty and healthy time pass particularly for the diet conscious people. Diet Bhel is made from Puffed Rice, Rice Flakes, Gram flour, Refined Palmolein oil, Roasted Gram, Iodised Salt, Turmeric Powder, Curry Leaves, Mustard Seeds, Cumin Seeds & Ground Spices.",0,image not found
502,490538009,,,,Krrish ,Mix Farsan,Mix Farsan,Krrish Mix Farsan,180 gram,gm,180,gm,Pack,Krrish Mix Farsan 180 gm,60,"Krrish Mix Farsan is made of Poha, Bundi, Chana Dal, Moong and Besan, with curry leaves and red chilli for flavour, it's a delicious blend of textures and spices. Known for its authentic Maharashtrian taste, this snack is not to be missed! ",0,image not found
503,490538012,,,,Krrish ,Salted Boondi,Salted Boondi,Krrish Salted Boondi,180 gram,gm,180,gm,Pack,Krrish Salted Boondi 180 gm,54,Krrish Salted boondi is made from fresh quality products. It is Crispy and crunchy and comes in air tight Packing to maintain the freshness.,0,image not found
504,490538013,,,,Krrish ,,,Krrish Tikha Sev,180 gram,gm,180,gm,Pack,Krrish Tikha Sev 180 gm,54,"Krrish Tikha Sev is seasoned with a variety of flavours and spices. Prepared from high-grade natural ingredients, the range is deep fried in premium quality vegetable or edible oil to offer less fat and appetizing taste",0,image not found
505,490922043,,,,24 Letter Mantra ,Organic,Ajwain,24 Letter Mantra (Organic) Ajwain,100 gram,gm,100,gm,Pack,24 Letter Mantra (Organic) Ajwain 100 gm,60,24 Letter Mantra (Organic) Ajwain  provides Instant Relief from Acidity and Indigestion. One of the most crucial health benefits of ajwain seeds and why your mother never forgets to add it to your meals is because it keeps your stomach strong.,0,image not found
506,490922052,,,,24 Letter Mantra ,Organic,Tamarind Premium,24 Letter Mantra (Organic) Tamarind Premium,500 gram,gm,500,gm,Pack,24 Letter Mantra (Organic) Tamarind Premium 500 gm,110,"Adding a tremendous flavour to your dishes is what 24 Letter Mantra (Organic) Tamarind does perfectly,  aside of providing you with tons of beneficial minerals, vitamins, and dietary fibre. Tamarind (imli) is a laxative, digestive, and an emulsifying agent in many pharmaceutical products. ",0,image not found
507,491110859,,,,Delmonte,Pomace Olive Oil,Pomace Olive Oil,Delmonte Pomace Olive Oil,1 lt,Ltr,1,ltr,Bottle,Delmonte Pomace Olive Oil 1 Ltr Bottle,600,Delmonte Pomace Olive Oil is a light oil with neutral taste and flavour. Delmonte Pomace Olive Oil is the perfect olive oil for Indian Cooking.,0,image not found
508,491110858,,,,Delmonte,Pomace Olive Oil,Pomace Olive Oil,Delmonte Pomace Olive Oil,5 liter,Ltr,5,ltr,Tin,Delmonte Pomace Olive Oil 5 Lt Tin,2150,Delmonte Pomace Olive Oil is a light oil with neutral taste and flavour. Delmonte Pomace Olive Oil is the perfect olive oil for Indian Cooking.,0,image not found
509,490197943,,,,Bedekar ,Garam Masala,Garam Masala,Bedekar Garam Masala,40 gram,gm,40,gm,Pack,Bedekar Garam Masala 40 gm,22,"Add some spice to your dishes with Bedekar’s Garam Masala. Fresh, and packed with scintillating aroma, this box of garam masala will make your dishes tasting heavenly. Tickle your taste buds with this beautiful fusion of a myriad spices and spruce up your dal, sambhar, and other gravies as well.",0,image not found
510,490336658,,,,Khus Khus,Khus Khus,Khus Khus,Delicious Khus Khus,100 gram,gm,100,gm,Pack,Delicious Khus Khus 100 gm,32,"Delicious, creamy Khus khus payasam needs well roasted khus khus and almonds, that are ground with grated coconut and cooked in jaggery",0,image not found
511,491126828,,,,24 Leter Mantra,Fruit & Nut Cookies,Fruit & Nut Cookies,24 Leter Mantra Fruit & Nut Cookies,150 gram,gm,150,gm,Pack,24 Leter Mantra Fruit & Nut Cookies 150 gm,90,24 Letter Mantra Fruit & Nut Cookies is Fruit & Nut Delight is a crispy blend of heart healthy mixed nuts (almonds brazil nuts peanuts and walnuts) dried apricots and raisins. It is really healthy different snack food for health conscious individuals and families.,0,image not found
512,490003353,Shampoo,,,Himalaya ,Gentle Daily Care,Protein Shampoo,Himalaya Protein Shampoo Gentle Daily Care,400 ml,ml,400,ml,Bottle,Himalaya Protein Shampoo Gentle Daily Care 400 ml,220,Himalaya Protein Shampoo Gentle Daily Care gently cleanses and provides the necessary nourishment to hair.,0,image not found
513,490003395,,,,Himalaya ,Anti Dandruff Hair Cream,Anti Dandruff Hair Cream,Himalaya Anti Dandruff Hair Cream,175 gram,gm,175,gm,Pack,Himalaya Anti Dandruff Hair Cream 175 gm,100,"Himalaya's Anti-Dandruff Hair Cream gently and effectively removes dandruff while keeping hair nourished and moisturized. It soothes an itchy and flaky scalp, which in turn helps strengthen the hair shaft and control hair fall. Tea Tree Oil is an excellent anti-dandruff agent. With a high content of terpinen-4-ol, the major antimicrobial compound in Tea Tree Oil, dead cells and dandruff are eliminated. Tulsi helps nourish hair, making it healthy and leaving it moisturized throughout the day.",0,image not found
514,490003396,,,,Himalaya ,Protein Hair Cream,Protein Hair Cream,Himalaya Protein Hair Cream,175 gram,gm,175,gm,Pack,Himalaya Protein Hair Cream 175 gm,100,Himalaya Protein Hair Cream is a natural hair cream full of goodness. It nourishes the hair root and shaft. Its specially formulated ingredients strengthen hair.,0,image not found
515,490003398,,,,Himalaya ,Baby Lotion,Baby Lotion,Himalaya Baby Lotion,100 ml,ml,100,ml,Bottle,Himalaya Baby Lotion 100 ml Bottle,80,Himalaya's Baby Lotion keeps your baby's skin soft and supple and protects it from infection. It combines naturally derived ingredients to gently moisturize .,0,image not found
516,490921848,,,,Reliance Premium ,Rich Aroma Basmati Rice,Rich Aroma Basmati Rice,Reliance Premium Rich Aroma Basmati Rice,1 kg,kg,1,kg,Pack,Reliance Premium Rich Aroma Basmati Rice 1 Kg,169,Reliance Premium Rich Aroma Basmati Rice's aroma appetizes you. Basmati rice goes well with both veg and non-veg dishes. Fibre-rich foods can offer relief from constipation. ,0,image not found
517,490921849,,,,Reliance Premium ,Rich Aroma Basmati Rice,Rich Aroma Basmati Rice,Reliance Premium Rich Aroma Basmati Rice,5 kg,kg,5,kg,Pack,Reliance Premium Rich Aroma Basmati Rice 5 Kg,799,Reliance Premium Rich Aroma Basmati Rice's aroma appetizes you. Basmati rice goes well with both veg and non-veg dishes. Fibre-rich foods can offer relief from constipation. ,0,image not found
518,490921862,,,,Quaker ,Strawberry Flavour with Apple ,Oats,Quaker Strawberry Flavour with Apple Oats,26 gram,gm,26,gm,Pack,Quaker Strawberry Flavour with Apple Oats 26 gm,10,"Quaker Strawberry Flavour Oats is the perfect blend of taste and nutrition. Relish the goodness of Quaker oats bursting with the sweet flavours of strawberries and crunchy bites of real apples for the tasty and healthy breakfast. Quaker Strawberry Flavour Oats is made with 100 % wholegrain oats, which is a natural source of protein, dietary fibre and gives you the energy to keep going.",0,image not found
519,490921863,,,,Quaker ,Kesar Flavour with Kishmis,Oats,Quaker Kesar Flavour with Kishmis Oats,26 gram,gm,26,gm,Pack,Quaker Kesar Flavour with Kishmis Oats 26 gm,10,"Quaker Kesar Flavour Oats is the perfect blend of taste and nutrition. Savour the rich flavour of Saffron, a sweet surprise of real Raisins with the goodness of Quaker oats for the tasty and healthy breakfast. Quaker Kesar Flavour Oats is made with 100 % wholegrain oats, which is a natural source of protein, dietary fibre and gives you the energy to keep going. ",0,image not found
520,490921864,,,,Quaker ,Lemon Veggie Mix,Oats,Quaker Lemon Veggie Mix Oats,28 gram,gm,28,gm,Pack,Quaker Lemon Veggie Mix Oats 28 gm,10,"Quaker Homestyle Masala Oats is the perfect blend of taste and nutrition. Relish the goodness of Quaker oats, great taste of real vegetables with a twist of lemon for the tasty and healthy breakfast. Quaker Homestyle Masala Oats is made with 100 % wholegrain oats, which is a natural source of protein, dietary fibre and gives you the energy to keep going. ",0,image not found
521,490921865,,,,Quaker ,Homestyle Masala ,Oats,Quaker Homestyle Masala Oats,28 gram,gm,28,gm,Pack,Quaker Homestyle Masala Oats 28 gm,10,"Quaker Homestyle Masala Oats is the perfect blend of taste and nutrition. Relish the goodness of Quaker oats, great taste of real vegetables with a twist of masala for the tasty and healthy breakfast. Quaker Lemon Veggie Mix Oats is made with 100 % wholegrain oats, which is a natural source of protein, dietary fibre and gives you the energy to keep going. ",0,image not found
522,491082613,Juice,,,Koolkoko ,Orange Juice with Natodecoco,Orange Juice with Natodecoco,Koolkoko Orange Juice with Natodecoco,200 ml,ml,200,ml,Pack,Koolkoko Orangejuice W Natodecoco 200 ml,25,One glass of Koolkoko pure orange juice has all the vitamin C you need for your day. It's fruitfully delicious with no added sugar and no artificial flavours or colours.,0,image not found
523,490309031,,,,Rajam Snacks,Chanadal Rosted Pulse,Chanadal Rosted Pulse,Rajam Snacks Chanadal Rosted Pulse,180 gram,gm,180,gm,Pack,Rajam Snacks Chanadal Rosted Pulse 180 gm,40,"Rajam Roasted chana dal, as the name suggests, is obtained by roasting chana dal. Roasted chana dal is tiny, tough and creamy white with a crispy texture",0,image not found
524,490921888,,,,Knorr Instant,Tomato Soup,Tomato Soup,Knorr Instant Tomato Soup,18 gram,gm,18,gm,Pack,Knorr Instant Tomato Soup 18 gm,60,Check out the instant soup variants and make delicious soups with Knorr. This thick tomato soup is seasoned to perfection with ground coriander seed,0,image not found
525,491184298,,,,Mother Dairy ,Sweet Lassi,Sweet Lassi,Mother Dairy Sweet Lassi,200 ml,ml,200,ml,Bottle,Mother Dairy Sweet Lassi 200 ml,20,Mother Dairy Sweet Lassi is made from pure nutritious milk. It gives instant refreshment.,0,image not found
526,491184299,,,,Mother Dairy ,Mango Lassi,Mango Lassi,Mother Dairy Mango Lassi,200 ml,ml,200,ml,Bottle,Mother Dairy Mango Lassi 200 ml,20,Mother Dairy Sweet Mango Lassi gives the taste of real mangoes. It gives instant refreshment.,0,image not found
527,491184300,,,,Mother Dairy ,Milkshake Chocolate,Milkshake Chocolate,Mother Dairy Milkshake Chocolate,200 ml,ml,200,ml,Bottle,Mother Dairy Milkshake Chocolate 200 ml,25,"Mother Dairy’s healthy and delicious Chocolate Milk Shake is a source of Calcium, which helps maintain healthy teeth & bones. It also provides vital proteins, vitamins and minerals essential for maintaining better health.",0,image not found
528,490542618,,,,Pril ,Dishwash Liquid,Dishwash Liquid,Pril Dishwash Liquid,225 ml,ml,225,ml,Bottle,Pril Dishwash Liquid 225 ml,55,"For utensils which are sparkling clean, every time you wash them, get Pril Dishwash Liquid which is an expert in 'degreasing'. The best solution for all your greasy problems - be it your vessels or the kitchen tiles. This dishwashing liquid has anti-bacterial properties which kills 99.9% germs. ",0,image not found
529,490542625,,,,Odonil Mystic Rose ,Fragrance Blocks - Air Freshner,Fragrance Blocks - Air Freshner,Odonil Mystic Rose Fragrance Blocks - Air Freshner,50 Gram,gm,50,gm,Pack,Odonil Mystic Rose Fragrance Blocks 50 gm,40,"Odonil Blocks are small space fragrances which can be used in your bathrooms, cupboards etc. Odonil Mystic Rose Fragrance Blocks gives 2x freshness to your home.",0,image not found
530,490493506,,,,Scrubz,Dishwash Liquid,Dishwash Liquid,Scrubz Dishwash Liquid,500 ml,ml,500,ml,Pack,Scrubz Promo Pack Dishwash Liquid 500 ml,109,Reliance laboratories has specially formulated with Scrubz dishwash concentrate with lemon power for cleaning tough grease effortlessly. It also has the right pH balance to make it soft on hands.,0,image not found
531,490542634,,,,Scrubz,Dishwash Liquid,Dishwash Liquid,Scrubz Dishwash Liquid,250 ml,ml,250,ml,Pack,Scrubz Promo Pack Dishwash Liquid 250 ml,50,Reliance laboratories has specially formulated with Scrubz dishwash concentrate with lemon power for cleaning tough grease effortlessly. It also has the right pH balance to make it soft on hands.,0,image not found
532,490542637,,,,Calcident Kidz,Calcident Kidz,Tooth Brush,Calcident Kidz Tooth Brush,2 Nos,pcs,2,packs,Pack,Calcident Kidz Tooth Brush 2 Nos,35,Make sure your kid uses Calcident Kidz Tooth Brush every day to prevent cavity build-up. It has cleaning tip bristles that are designed to effectively reach at the back of the teeth and in-between. The handle of the brush provides comfort and control. ,0,image not found
533,490542638,,,,Meister Combi ,Shaving Brush + Shaving Cream,Shaving Brush + Shaving Cream,Meister Combi Shaving Brush + Shaving Cream,1 Nos + 30 Gram,Pack,1  + 30 gm,packs,Pack,Meister Combi Shaving Brush + Shaving Cream (30 gm) 1 Nos,65,Meister Combo of a shaving brush and shaving cream helps you get a better and clean shave. The shaving cream is rich and effective and is formulated to soften every strand of your facial hair for a smooth shave. The brush is an easy-to-handle product that is equipped with soft bristles to help you gather the cream for an easy shave.,0,image not found
534,490523650,,,,Sudz,Superior Whitening,Detergent Powder,Sudz Superior Whitening Detergent Powder,2 Kg,kg,2,kg,Pack,Sudz Superior Whitening Detergent Powder 2 Kg,156,Keep all your whites looking new and shiny with Sudz Superior Whitening Detergent Powder that is infused with the power of FWA (Fluorescent Whitening Agents). This detergent removes the toughest of stains and dirt from your clothes effectively and grants them the much-needed shine.,0,image not found
535,490542642,,,,Sudz,Detergent Powder,Detergent Powder,Sudz Detergent Powder,1 Kg,kg,1,kg,Pack,Sudz Detergent Powder 1 Kg,80,"Infused with the power of FWA (Fluorescent Whitening Agents), Sudz Detergent Powder removes the toughest of stains and dirt from your clothes effectively and grants them the much-needed shine. Every wash will leave behind fresh and pleasant jasmine-fragranced clothes.",0,image not found
536,490612683,,,,Sudz,Detergent Powder,Detergent Powder,Sudz Detergent Powder,4 Kg,kg,4,kg,Pack,Sudz Detergent Powder 4 Kg,300,"Provide impeccable cleaning to your whites and keep them looking new with this pack of Sudz Superior Whitening Detergent. This detergent removes all kinds of stubborn and tough stains like ink, mud, curries, chocolates and more and keeps your clothes white as new. ",0,image not found
537,490542655,,,,Brylcreem Hybridz ,Wet Look Superhold ,Hair Gel,Brylcreem Hybridz Wet Look Superhold Hair Gel,50 Gram,gm,50,gm,Pack,Brylcreem Hybridz Wet Look Superhold Hair Gel 50 gm,60,"Brylcreem Hybridz Wet Look Superhold Hair Gel  is Chemicals-free, Provides Clean and Manageable Hair, Suitable for Any Hairstyle and Hair Color, Long-lasting Shine and Holds Moisture, Firm Control, Reduces the Flakiness, Repairs Hair and Reduces Formation of Split Ends, Alcohol-free",0,image not found
538,490542658,Shampoo,,,Garnier Fructis ,Fall Fight ,Shampoo,Garnier Fructis Fall Fight Shampoo,200 ml,ml,200,ml,Bottle,Fructis Fall Fight Shampoo 200 ml,150,Garnier Fructis Fall Fight with active fruit concentrate and protective ceramides help strengthen the hair from within to resist hairfall.,0,image not found
539,490547882,,,,Kissan Squeezo,Fresh Tomato Ketchup,Fresh Tomato Ketchup,Kissan Squeezo Fresh Tomato Ketchup,900 gram,gm,900,gm,Bottle,Kissan Squeezo Fresh Tomato Ketchup 900 gm Pet,170,"Kissan fresh tomato ketchup is made from 100 percent real juicy tomatoes. It's great taste can make any food item exciting. Kissan ketchup is the hero of all the snacks, be it samosas, pakodas, noodles or plain roti roll. Kissan is mother's ally for over 75 years to help her feed her kids wholesome and tasty food.",0,image not found
540,490547885,,,,Pantai ,Light Soy ,Sauce,Pantai Light Soy Sauce,215 gm,gm,215,gm,Bottle,Pantai Light Soya Sauce 215 gm,175,Go wow with this amazing  Light Soya sauce from the house of Pantai. The sauce is sure to make your food more tantalizing and delicious that will make you savour every bite. The sauce is processed under hygienic conditions that guarantee perfect and balanced taste. The sauce is packed with utmost precaution so that sauce remains fresh.,0,image not found
541,490547886,,,,Pantai Dark ,Soy Sauce,Soy Sauce,Pantai Dark Soy Sauce,242 gram,gm,242,gm,Bottle,Pantai Dark Soya Sauce 242 gm,175,"The Pantai Dark Soya Sauce is a great option for widening your palette horizon. A sumptuous meal cooked in this Dark Soya Sauce has the richness of exquisite taste with the goodness of soya bean flavour. It is great for marinating, making gravy and colour coating food, especially for meat dishes and even stews. Oh and let's not forget the veg spring rolls and Manchurian balls which can have a twist of delight with this sauce.",0,image not found
542,490548679,,,,L'oreal Paris,Casting Crème 200 ,Hair Color,L'oreal Paris Casting Crème 200 (Ebony Black) Hair Color,1 Nos,pcs,1,packs,Pack,L'oreal Paris Casting Cr?me 200 Hair Color 1 Nos,575,L'Oréal Paris Casting Crème Gloss is a no ammonia hair colourant that gives you a natural-looking colour with visible shimmering tones and glossy shine.,0,image not found
543,490548680,,,,L'oreal Paris,Casting Crème 300 ,Hair Color,L'oreal Paris Casting Creme 300 (Darkest Brown) Hair Color,1 Nos,pcs,1,packs,Pack,L'oreal Paris Casting Cr?me 300 Hair Color 1 Nos,575,L'Oréal Paris Casting Crème Gloss is a no ammonia hair colourant that gives you a natural-looking colour with visible shimmering tones and glossy shine.,0,image not found
544,490548685,,,,Externa Regular ,Refill Pack ,Handwash,Externa Regular Refill Pack Handwash,500 ml,ml,500,ml,Pack,Externa Regular Refill Pack Handwash 500 ml,110,Handwashing with Externa is one of the best ways to protect yourself and your family from getting sick. Washing your hands is easy.,0,image not found
545,491089321,,,,Patanjali,Squash Orange,Squash Orange,Patanjali Squash Orange,750 ml,ml,750,ml,Bottle,Patanjali Squash Orange 750 ml,75,"A sip that delights you, feel the exotic taste of Patanjali Orange Squash Juice. The pulpy, juicy tangy taste of natural and selectively picked Oranges",0,image not found
546,490548697,Shampoo,,,Dabur Vatika ,Lemon & Tea Tree Oil,Dandruff Hair Fall Control Shampoo,Dabur Vatika Lemon & Tea Tree Oil Dandruff Hair Fall Control Shampoo,200 ml,ml,200,ml,Bottle,Vatika Lemon & Tea Tree Oil Dandruff Hair Fall Control Shampoo 200 ml,132,"Vatika Dandruff Control Shampoo removes dandruff without being violent on hair.  Enriched with the goodness of nature, Vatika gently removes 100% dandruff and prevents recurrence, without causing any damage to hair. Lemon is a natural ingredient which really helps to get rid of dandruff. Moreover it really helps to avoid dandruff from arising again and keeps hair damage-free because of its natural properties.  Tea tree oil is a great ingredient for those who looking to solve the problem of hair fall, since tea tree oil helps to promote hair growth and provide you with long, strong, shiny and beautiful hair. ",0,image not found
547,590000471,,,,Tamarind Sweet,Tamarind Sweet,Tamarind Sweet,Tamarind Sweet,1 Kg,kg,1,kg,Pack,Tamarind Sweet 1 Kg,9999,"Tamarind Sweet  has a long history of medicinal uses. Many involve easing stomach discomfort, aiding digestion, and use as a laxative.",0,image not found
548,590000494,,,,Mustard Leaves,Mustard Leaves,Mustard Leaves,Mustard Leaves,1 Nos,pcs,1,packs,Pack,Mustard Leaves 1 Nos,9999,"Pepper flavoured mustard greens are traditional winter vegetables. Mustards indeed are packed with several vital antioxidants such as flavonoids, vitamin-C",0,image not found
549,590000506,,,,Chilli Mirchi Bajji,Chilli Mirchi Bajji,Chilli Mirchi Bajji,Chilli Mirchi Bajji,1 Kg,kg,1,kg,Pack,Chilli-Mirch Bhajji 1 Kg,80,Mirchi Bajji or mirchi pakoda is a favourite street snack of many Indians. The chilli peppers used for these fritters are moderately hot or mild.,0,image not found
