"234","India","Maharashtra","Navi Mumbai","Kharghar","Sector 11"
"235","India","Maharashtra","Navi Mumbai","Kharghar","Sector 12"
"236","India","Maharashtra","Navi Mumbai","Kharghar","Sector 13"
"237","India","Maharashtra","Navi Mumbai","Kharghar","Sector 14"
"238","India","Maharashtra","Navi Mumbai","Kharghar","Sector 15"
"239","India","Maharashtra","Navi Mumbai","Kharghar","Sector 16"
"240","India","Maharashtra","Navi Mumbai","Kharghar","Sector 17"
"241","India","Maharashtra","Navi Mumbai","Kharghar","Sector 18"
"242","India","Maharashtra","Navi Mumbai","Kharghar","Sector 19"
"243","India","Maharashtra","Navi Mumbai","Kharghar","Sector 20"
"244","India","Maharashtra","Navi Mumbai","Kharghar","Sector 21"
"245","India","Maharashtra","Navi Mumbai","Kharghar","Sector 22"
"246","India","Maharashtra","Navi Mumbai","Kharghar","Sector 23"
"247","India","Maharashtra","Navi Mumbai","Kharghar","Sector 24"
"248","India","Maharashtra","Navi Mumbai","Kharghar","Sector 25"
"249","India","Maharashtra","Navi Mumbai","Kharghar","Sector 26"
"250","India","Maharashtra","Navi Mumbai","Kharghar","Sector 27"
"251","India","Maharashtra","Navi Mumbai","Kharghar","Sector 28"
"252","India","Maharashtra","Navi Mumbai","Kharghar","Sector 29"
"253","India","Maharashtra","Navi Mumbai","Kharghar","Sector 30"
"254","India","Maharashtra","Navi Mumbai","Kharghar","Sector 31"
"255","India","Maharashtra","Navi Mumbai","Kharghar","Sector 32"
"256","India","Maharashtra","Navi Mumbai","Kharghar","Sector 33"
"257","India","Maharashtra","Navi Mumbai","Kharghar","Sector 34"
"258","India","Maharashtra","Navi Mumbai","Kharghar","Sector 35"
"259","India","Maharashtra","Navi Mumbai","Kharghar","Sector 36"
"260","India","Maharashtra","Navi Mumbai","Kharghar","Sector 37"
"261","India","Maharashtra","Navi Mumbai","Kharghar","Sector 38"
"262","India","Maharashtra","Navi Mumbai","Kharghar","Sector 39"
"263","India","Maharashtra","Navi Mumbai","Kharghar","Sector 40"
"264","India","Maharashtra","Navi Mumbai","Ulwe","Sector 1"
"265","India","Maharashtra","Navi Mumbai","Ulwe","Sector 2"
"266","India","Maharashtra","Navi Mumbai","Ulwe","Sector 3"
"267","India","Maharashtra","Navi Mumbai","Ulwe","Sector 4"
"268","India","Maharashtra","Navi Mumbai","Ulwe","Sector 5"
"269","India","Maharashtra","Navi Mumbai","Ulwe","Sector 6"
"270","India","Maharashtra","Navi Mumbai","Ulwe","Sector 7"
"271","India","Maharashtra","Navi Mumbai","Ulwe","Sector 8"
"272","India","Maharashtra","Navi Mumbai","Ulwe","Sector 9"
"273","India","Maharashtra","Navi Mumbai","Ulwe","Sector 10"
"274","India","Maharashtra","Navi Mumbai","Ulwe","Sector 11"
"275","India","Maharashtra","Navi Mumbai","Ulwe","Sector 12"
"276","India","Maharashtra","Navi Mumbai","Ulwe","Sector 13"
"277","India","Maharashtra","Navi Mumbai","Ulwe","Sector 14"
"278","India","Maharashtra","Navi Mumbai","Ulwe","Sector 15"
"279","India","Maharashtra","Navi Mumbai","Ulwe","Sector 16"
"280","India","Maharashtra","Navi Mumbai","Ulwe","Sector 17"
"281","India","Maharashtra","Navi Mumbai","Ulwe","Sector 18"
"282","India","Maharashtra","Navi Mumbai","Ulwe","Sector 19"
"283","India","Maharashtra","Navi Mumbai","Ulwe","Sector 20"
"284","India","Maharashtra","Navi Mumbai","Ulwe","Sector 21"
"285","India","Maharashtra","Navi Mumbai","Ulwe","Sector 22"
"286","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 1"
"287","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 2"
"288","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 3"
"289","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 4"
"290","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 5"
"291","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 6"
"292","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 7"
"293","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 8"
"294","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 9"
"295","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 10"
"296","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 11"
"297","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 12"
"298","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 13"
"299","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 14"
"300","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 15"
"301","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 16"
"302","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 17"
"303","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 18"
"304","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 19"
"305","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 20"
"306","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 21"
"307","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 22"
"308","India","Maharashtra","Navi Mumbai","Kalamboli","Sector 23"
"309","India","Maharashtra","Navi Mumbai","Kamothe","Sector 5"
"310","India","Maharashtra","Navi Mumbai","Panvel","Sector 1"
"311","India","Maharashtra","Navi Mumbai","Panvel","Sector 2"
"312","India","Maharashtra","Navi Mumbai","Panvel","Sector 3"
"313","India","Maharashtra","Navi Mumbai","Panvel","Sector 4"
"314","India","Maharashtra","Navi Mumbai","Panvel","Sector 5"
"315","India","Maharashtra","Navi Mumbai","Panvel","Sector 6"
"316","India","Maharashtra","Navi Mumbai","Panvel","Sector 7"
"317","India","Maharashtra","Navi Mumbai","Panvel","Sector 8"
"318","India","Maharashtra","Navi Mumbai","Panvel","Sector 9"
"319","India","Maharashtra","Navi Mumbai","Panvel","Sector 10"
"320","India","Maharashtra","Navi Mumbai","Panvel","Sector 11"
"321","India","Maharashtra","Navi Mumbai","Panvel","Sector 12"
"322","India","Maharashtra","Navi Mumbai","Panvel","Sector 13"
"323","India","Maharashtra","Navi Mumbai","Panvel","Sector 14"
"324","India","Maharashtra","Navi Mumbai","Panvel","Sector 15"
"325","India","Maharashtra","Navi Mumbai","Panvel","Sector 16"
"326","India","Maharashtra","Navi Mumbai","Panvel","Sector 17"
"327","India","Maharashtra","Navi Mumbai","Panvel","Sector 18"
"328","India","Maharashtra","Navi Mumbai","Panvel","Sector 19"
"329","India","Maharashtra","Navi Mumbai","Panvel","Sector 20"
"330","India","Maharashtra","Navi Mumbai","Panvel","Sector 21"
